"family","edge_lambda","edge_beta","Type"
"Icteridae",0.292194930323082,3.58026835535077,"Monophyletic"
"Icteridae",0.280437322166806,3.38183921667362,"Monophyletic"
"Icteridae",0.280437322166806,3.38687926388916,"Monophyletic"
"Icteridae",0.30762579808881,3.62253020813787,"Monophyletic"
"Icteridae",0.289978777079257,3.39766153530924,"Monophyletic"
"Icteridae",0.289978777079257,3.38804510265847,"Monophyletic"
"Icteridae",0.381966999349565,3.842843912176,"Monophyletic"
"Icteridae",0.305593836379851,3.47574725802404,"Monophyletic"
"Icteridae",0.305593836379851,3.44188295135022,"Monophyletic"
"Icteridae",0.450319769961047,4.01487354766835,"Monophyletic"
"Icteridae",0.428401512655414,3.96052309050545,"Monophyletic"
"Icteridae",0.406364359012662,3.90462239083046,"Monophyletic"
"Icteridae",0.329155014732803,3.52238164068116,"Monophyletic"
"Icteridae",0.329155014732803,3.51209455974024,"Monophyletic"
"Icteridae",0.416373197793287,3.92952432398246,"Monophyletic"
"Icteridae",0.404132033472949,3.89784926832536,"Monophyletic"
"Icteridae",0.396026060064339,3.87693096213025,"Monophyletic"
"Icteridae",0.378576228348377,3.83159082419289,"Monophyletic"
"Icteridae",0.318019886783382,3.47892190944133,"Monophyletic"
"Icteridae",0.319341206837594,3.6644183875548,"Monophyletic"
"Icteridae",0.27709684006534,3.38422517194494,"Monophyletic"
"Icteridae",0.27709684006534,3.35931488024464,"Monophyletic"
"Icteridae",0.391068060936468,3.86422246996981,"Monophyletic"
"Icteridae",0.372471526494435,3.81318779463564,"Monophyletic"
"Icteridae",0.314207268202737,3.46794419644793,"Monophyletic"
"Icteridae",0.317016368188123,3.46571039227214,"Monophyletic"
"Icteridae",0.381465716315784,3.84078489749903,"Monophyletic"
"Icteridae",0.342416114757626,3.73533691430214,"Monophyletic"
"Icteridae",0.304720403461715,3.6212629642545,"Monophyletic"
"Icteridae",0.286135544870461,3.38737742402991,"Monophyletic"
"Icteridae",0.286135544870461,3.39380155302704,"Monophyletic"
"Icteridae",0.294049523361294,3.44686110527178,"Monophyletic"
"Icteridae",0.333161722232022,3.7228613982179,"Monophyletic"
"Icteridae",0.285781883338495,3.48514090623455,"Monophyletic"
"Icteridae",0.285781883338495,3.45674754660309,"Monophyletic"
"Icteridae",0.333384014724902,3.5281866235448,"Monophyletic"
"Icteridae",0.337734143623186,3.53309648323201,"Monophyletic"
"Icteridae",0.428302601657756,3.96014970405393,"Monophyletic"
"Icteridae",0.364523166775797,3.78744926392858,"Monophyletic"
"Icteridae",0.293469519569492,3.39443868681752,"Monophyletic"
"Icteridae",0.293476200280574,3.41169507582633,"Monophyletic"
"Icteridae",0.41749180327837,3.93203024967236,"Monophyletic"
"Icteridae",0.339916367369314,3.55047429340388,"Monophyletic"
"Icteridae",0.402946682220641,3.89507643470322,"Monophyletic"
"Icteridae",0.331151655335953,3.52898209720774,"Monophyletic"
"Icteridae",0.331326791901769,3.51824540019384,"Monophyletic"
"Icteridae",0.419185691937772,3.9459866254178,"Monophyletic"
"Icteridae",0.316249115646002,3.48856469149707,"Monophyletic"
"Icteridae",0.348963238324237,3.76390199192342,"Monophyletic"
"Icteridae",0.305575404931152,3.46248080079677,"Monophyletic"
"Icteridae",0.321197878359029,3.6847323194649,"Monophyletic"
"Icteridae",0.303466250097409,3.63732494769899,"Monophyletic"
"Icteridae",0.288489419977512,3.41939142367238,"Monophyletic"
"Icteridae",0.288489419977512,3.48791877360049,"Monophyletic"
"Icteridae",0.290447954519528,3.42293548945165,"Monophyletic"
"Icteridae",0.654685440319621,4.45099405228808,"Monophyletic"
"Icteridae",0.541400522512085,4.22268077572831,"Monophyletic"
"Icteridae",0.358187445954842,3.58954086713757,"Monophyletic"
"Icteridae",0.45068998227292,4.02205934360567,"Monophyletic"
"Icteridae",0.43394635126053,3.98201365903006,"Monophyletic"
"Icteridae",0.422180018016693,3.95327790546479,"Monophyletic"
"Icteridae",0.408976258584735,3.91958440373976,"Monophyletic"
"Icteridae",0.393633775503837,3.87967950210769,"Monophyletic"
"Icteridae",0.349080902030908,3.75632870434134,"Monophyletic"
"Icteridae",0.293263371312278,3.41143863476348,"Monophyletic"
"Icteridae",0.310878823581056,3.64335739788526,"Monophyletic"
"Icteridae",0.289311379779285,3.39953444678912,"Monophyletic"
"Icteridae",0.289311379779285,3.40909154184202,"Monophyletic"
"Icteridae",0.325608863278973,3.50512870218044,"Monophyletic"
"Icteridae",0.385184602021941,3.85733478908951,"Monophyletic"
"Icteridae",0.318244599935752,3.49238323155428,"Monophyletic"
"Icteridae",0.318244599935752,3.49900828120958,"Monophyletic"
"Icteridae",0.378312389786021,3.84029631819103,"Monophyletic"
"Icteridae",0.306261993294047,3.47887770248215,"Monophyletic"
"Icteridae",0.306261993294047,3.46707384464342,"Monophyletic"
"Icteridae",0.344014135124935,3.5963660363034,"Monophyletic"
"Icteridae",0.402951901255128,3.90499431292127,"Monophyletic"
"Icteridae",0.346841486112201,3.75411780748275,"Monophyletic"
"Icteridae",0.298575785260866,3.432513744279,"Monophyletic"
"Icteridae",0.323139825566475,3.66966214940761,"Monophyletic"
"Icteridae",0.299438287202342,3.41107345628192,"Monophyletic"
"Icteridae",0.299438287202342,3.40885190029933,"Monophyletic"
"Icteridae",0.345108507368888,3.76892651013501,"Monophyletic"
"Icteridae",0.297020827844062,3.50694363176991,"Monophyletic"
"Icteridae",0.30574850804276,3.68349516043122,"Monophyletic"
"Icteridae",0.285000304934728,3.44815537595148,"Monophyletic"
"Icteridae",0.287883910852238,3.63673669147804,"Monophyletic"
"Icteridae",0.283968692301329,3.6288725092405,"Monophyletic"
"Icteridae",0.276955212431833,3.73376964459563,"Monophyletic"
"Icteridae",0.276955212431833,3.45170180621053,"Monophyletic"
"Icteridae",0.279529811125041,3.45512392117518,"Monophyletic"
"Icteridae",0.425805604727987,3.80450338372404,"Monophyletic"
"Icteridae",0.58738090717509,4.5581468560188,"Monophyletic"
"Icteridae",0.55621205216712,4.48873771858209,"Monophyletic"
"Icteridae",0.497325956282592,4.34871141333409,"Monophyletic"
"Icteridae",0.35440478885968,3.95327614864647,"Monophyletic"
"Icteridae",0.248894523039471,3.43171265432762,"Monophyletic"
"Icteridae",0.248894523039471,3.42308505820049,"Monophyletic"
"Icteridae",0.374020219005389,4.01357022652919,"Monophyletic"
"Icteridae",0.30121304098329,3.78767796851445,"Monophyletic"
"Icteridae",0.272234792917091,3.68571633649097,"Monophyletic"
"Icteridae",0.237832452870608,3.39330280277332,"Monophyletic"
"Icteridae",0.237832452870608,3.39546584689105,"Monophyletic"
"Icteridae",0.259801343242165,3.46115816950945,"Monophyletic"
"Icteridae",0.274412582017477,3.69223356123005,"Monophyletic"
"Icteridae",0.234974674660163,3.37204278452364,"Monophyletic"
"Icteridae",0.234974674660163,3.37896004059801,"Monophyletic"
"Icteridae",0.364565853133561,3.82907497495208,"Monophyletic"
"Icteridae",0.368799724958394,3.81548751931801,"Monophyletic"
"Parulidae",0.515348737957384,4.30949340163055,"Monophyletic"
"Parulidae",0.514401180845188,4.24307382920605,"Monophyletic"
"Parulidae",0.523466548736723,4.21311093075981,"Monophyletic"
"Parulidae",0.414276007122743,3.98524623648107,"Monophyletic"
"Parulidae",0.281247899349406,3.47840699775358,"Monophyletic"
"Parulidae",0.281247899349406,3.48061146062635,"Monophyletic"
"Parulidae",0.509809361653169,4.18704025020186,"Monophyletic"
"Parulidae",0.431555304466961,4.0234659168053,"Monophyletic"
"Parulidae",0.300356776613802,3.53209523744442,"Monophyletic"
"Parulidae",0.319892294999728,3.75106317247948,"Monophyletic"
"Parulidae",0.25779478476798,3.40146943956543,"Monophyletic"
"Parulidae",0.25779478476798,3.39343075573655,"Monophyletic"
"Parulidae",0.494428346764304,4.15779117279742,"Monophyletic"
"Parulidae",0.470355017984049,4.10843699415196,"Monophyletic"
"Parulidae",0.336264890965957,3.59144602071561,"Monophyletic"
"Parulidae",0.334961272151338,3.59546666922549,"Monophyletic"
"Parulidae",0.34798208094197,3.65007065257581,"Monophyletic"
"Parulidae",0.586270834834932,4.21267868719133,"Monophyletic"
"Parulidae",0.597307724814578,4.16480405102752,"Monophyletic"
"Parulidae",0.551602091778005,4.09617050481263,"Monophyletic"
"Parulidae",0.512680818378717,4.03356001861293,"Monophyletic"
"Parulidae",0.482557252658907,3.98267902659311,"Monophyletic"
"Parulidae",0.357796053569045,3.55075067279054,"Monophyletic"
"Parulidae",0.464434429261535,3.95134992270021,"Monophyletic"
"Parulidae",0.427285092654723,3.88489364869158,"Monophyletic"
"Parulidae",0.370627639456823,3.77322634721343,"Monophyletic"
"Parulidae",0.302852753632979,3.44176002780034,"Monophyletic"
"Parulidae",0.302852753632979,3.43637059686239,"Monophyletic"
"Parulidae",0.327327834663667,3.5116073142741,"Monophyletic"
"Parulidae",0.428244349289149,3.88398112801581,"Monophyletic"
"Parulidae",0.345564821171322,3.71646654186239,"Monophyletic"
"Parulidae",0.280651173419747,3.41811135899947,"Monophyletic"
"Parulidae",0.280651173419747,3.41845203088997,"Monophyletic"
"Parulidae",0.360645420170038,3.74478994839192,"Monophyletic"
"Parulidae",0.293558193176506,3.41726371515933,"Monophyletic"
"Parulidae",0.293558193176506,3.41398952192162,"Monophyletic"
"Parulidae",0.476127100702842,3.97077860432261,"Monophyletic"
"Parulidae",0.440091730044769,3.90555942146664,"Monophyletic"
"Parulidae",0.415214180119134,3.85861844239576,"Monophyletic"
"Parulidae",0.331629023756414,3.49726475197063,"Monophyletic"
"Parulidae",0.387377074091435,3.80307355679974,"Monophyletic"
"Parulidae",0.3234277161386,3.66194971557399,"Monophyletic"
"Parulidae",0.274882165026321,3.36745902413088,"Monophyletic"
"Parulidae",0.274882165026321,3.3720206076301,"Monophyletic"
"Parulidae",0.313094268021273,3.47544225622374,"Monophyletic"
"Parulidae",0.333871466848748,3.53773063669335,"Monophyletic"
"Parulidae",0.444021241800509,3.89820869818887,"Monophyletic"
"Parulidae",0.40695634079495,3.81442967552267,"Monophyletic"
"Parulidae",0.370240821000623,3.73643495606158,"Monophyletic"
"Parulidae",0.312396689250763,3.4338236527517,"Monophyletic"
"Parulidae",0.351803822569565,3.69481493211797,"Monophyletic"
"Parulidae",0.347784875999533,3.68577026162188,"Monophyletic"
"Parulidae",0.307862020757502,3.41359875561773,"Monophyletic"
"Parulidae",0.342302915679679,3.67345275050436,"Monophyletic"
"Parulidae",0.304486132057622,3.40976368179269,"Monophyletic"
"Parulidae",0.334435156623183,3.65502841809036,"Monophyletic"
"Parulidae",0.318858968749896,3.61758121951542,"Monophyletic"
"Parulidae",0.306541648026534,3.36834795356719,"Monophyletic"
"Parulidae",0.288576202257396,3.37479252256202,"Monophyletic"
"Parulidae",0.300598606571834,3.39803145009898,"Monophyletic"
"Parulidae",0.347044322656077,3.6838790737183,"Monophyletic"
"Parulidae",0.329825502331144,3.64398208328291,"Monophyletic"
"Parulidae",0.296706345414479,3.56245070088143,"Monophyletic"
"Parulidae",0.275812381022487,3.34050456846614,"Monophyletic"
"Parulidae",0.275812381022487,3.33999844652808,"Monophyletic"
"Parulidae",0.300161936188171,3.38869912757764,"Monophyletic"
"Parulidae",0.307186326488316,3.43619917433495,"Monophyletic"
"Parulidae",0.326262481088572,3.46136302137047,"Monophyletic"
"Parulidae",0.343827010295472,3.50182643173347,"Monophyletic"
"Parulidae",0.511736338331288,4.03214010190637,"Monophyletic"
"Parulidae",0.436633957501389,3.89848416962728,"Monophyletic"
"Parulidae",0.380909071997194,3.7896803240096,"Monophyletic"
"Parulidae",0.316994248667912,3.4798309201607,"Monophyletic"
"Parulidae",0.316994248667912,3.46165380203216,"Monophyletic"
"Parulidae",0.381951925157838,3.79178207435925,"Monophyletic"
"Parulidae",0.317902587828391,3.46614024139676,"Monophyletic"
"Parulidae",0.37378723008779,3.77449213089366,"Monophyletic"
"Parulidae",0.3605327550034,3.7456813017182,"Monophyletic"
"Parulidae",0.306174572602354,3.43798550517785,"Monophyletic"
"Parulidae",0.306174572602354,3.4421380304869,"Monophyletic"
"Parulidae",0.333565133376721,3.68649318692619,"Monophyletic"
"Parulidae",0.28235459210218,3.38500272878812,"Monophyletic"
"Parulidae",0.28235459210218,3.38285310657348,"Monophyletic"
"Parulidae",0.472552783221319,3.96520071447108,"Monophyletic"
"Parulidae",0.450318354701998,3.92525168038307,"Monophyletic"
"Parulidae",0.347332842583218,3.52311947688508,"Monophyletic"
"Parulidae",0.435464009474288,3.89736564703372,"Monophyletic"
"Parulidae",0.38749571669727,3.80125311711573,"Monophyletic"
"Parulidae",0.30696766706196,3.4424854232775,"Monophyletic"
"Parulidae",0.30696766706196,3.44586133928023,"Monophyletic"
"Parulidae",0.338228054743516,3.53343425529315,"Monophyletic"
"Parulidae",0.444783430855587,3.91488553892983,"Monophyletic"
"Parulidae",0.373222569201727,3.7702785288247,"Monophyletic"
"Parulidae",0.290931824842217,3.40310312622805,"Monophyletic"
"Parulidae",0.290931824842217,3.42216387633104,"Monophyletic"
"Parulidae",0.423540841022108,3.87456797712072,"Monophyletic"
"Parulidae",0.331752972264858,3.5288076894893,"Monophyletic"
"Parulidae",0.332782461418192,3.50793067336815,"Monophyletic"
"Parulidae",0.531429344471182,4.09290780328717,"Monophyletic"
"Parulidae",0.366612775917336,3.6306063639988,"Monophyletic"
"Parulidae",0.47788774638259,4.03379414018578,"Monophyletic"
"Parulidae",0.453299782759754,3.99457317679708,"Monophyletic"
"Parulidae",0.44075957150653,3.97116215565053,"Monophyletic"
"Parulidae",0.343437898516333,3.57982530032373,"Monophyletic"
"Parulidae",0.432905602203081,3.95607386347736,"Monophyletic"
"Parulidae",0.425063184204223,3.94181402139536,"Monophyletic"
"Parulidae",0.336851466986741,3.56502650772595,"Monophyletic"
"Parulidae",0.420582967342376,3.93290638355126,"Monophyletic"
"Parulidae",0.416358968727997,3.92582242045728,"Monophyletic"
"Parulidae",0.400905540111215,3.89566033347803,"Monophyletic"
"Parulidae",0.378829400816934,3.86986175931247,"Monophyletic"
"Parulidae",0.314084806684331,3.61368219518884,"Monophyletic"
"Parulidae",0.314084806684331,3.55207559642881,"Monophyletic"
"Parulidae",0.365980804461648,3.82327496751888,"Monophyletic"
"Parulidae",0.339094218272969,3.76105358056038,"Monophyletic"
"Parulidae",0.298558867795415,3.48850086862016,"Monophyletic"
"Parulidae",0.298558867795415,3.47627746894657,"Monophyletic"
"Parulidae",0.305897264931597,3.48765202552636,"Monophyletic"
"Parulidae",0.333277789734165,3.57255520756331,"Monophyletic"
"Parulidae",0.416024236167641,3.92391449251348,"Monophyletic"
"Parulidae",0.407852318594363,3.90729361102974,"Monophyletic"
"Parulidae",0.370285847162443,3.82884955621573,"Monophyletic"
"Parulidae",0.337608589856498,3.75213190299677,"Monophyletic"
"Parulidae",0.330374688360004,3.72993585869727,"Monophyletic"
"Parulidae",0.310620487958074,3.7014323303458,"Monophyletic"
"Parulidae",0.287215186915827,3.46422269004391,"Monophyletic"
"Parulidae",0.287215186915827,3.54903146837055,"Monophyletic"
"Parulidae",0.29716961791995,3.49209268654417,"Monophyletic"
"Parulidae",0.333896511314603,3.72828148699794,"Monophyletic"
"Parulidae",0.307136613064618,3.65929173991269,"Monophyletic"
"Parulidae",0.280838670647858,3.40830201143588,"Monophyletic"
"Parulidae",0.280838670647858,3.40971958498061,"Monophyletic"
"Parulidae",0.309176872676226,3.66448095550436,"Monophyletic"
"Parulidae",0.286630543694262,3.60341190216395,"Monophyletic"
"Parulidae",0.277810618354243,3.3985010746185,"Monophyletic"
"Parulidae",0.277810618354243,3.40062459498354,"Monophyletic"
"Parulidae",0.286876913549365,3.60468174773171,"Monophyletic"
"Parulidae",0.278050997490154,3.40230882888005,"Monophyletic"
"Parulidae",0.278050997490154,3.41527154653568,"Monophyletic"
"Parulidae",0.31914423098958,3.77831784648851,"Monophyletic"
"Parulidae",0.283547729096124,3.94917985698998,"Monophyletic"
"Parulidae",0.282465000919096,3.56469247201852,"Monophyletic"
"Parulidae",0.394322685970874,3.87880538646355,"Monophyletic"
"Parulidae",0.320333706410312,3.53788768685274,"Monophyletic"
"Parulidae",0.378614113983879,3.84475757317462,"Monophyletic"
"Parulidae",0.315495644863284,3.52321064429042,"Monophyletic"
"Parulidae",0.368913134733992,3.82336893655763,"Monophyletic"
"Parulidae",0.31281387033587,3.50907612146777,"Monophyletic"
"Parulidae",0.342812262643446,3.76318165905772,"Monophyletic"
"Parulidae",0.292316718389734,3.45356741194225,"Monophyletic"
"Parulidae",0.292316718389734,3.45869507986904,"Monophyletic"
"Parulidae",0.332793493776111,3.55081753321923,"Monophyletic"
"Parulidae",0.422053617355057,3.9365821516028,"Monophyletic"
"Parulidae",0.334325303640586,3.57253075375876,"Monophyletic"
"Parulidae",0.407509753030954,3.9092760703414,"Monophyletic"
"Parulidae",0.335637016833725,3.75037028097492,"Monophyletic"
"Parulidae",0.272617663574377,3.43639907908172,"Monophyletic"
"Parulidae",0.272617663574377,3.42052127372366,"Monophyletic"
"Parulidae",0.327594424137289,3.72662240118123,"Monophyletic"
"Parulidae",0.348709177214425,3.58334206685335,"Monophyletic"
"Parulidae",0.452400054002057,3.9920471139184,"Monophyletic"
"Parulidae",0.345761176328545,3.57599622400431,"Monophyletic"
"Parulidae",0.431553789461544,3.95231015150548,"Monophyletic"
"Parulidae",0.33653009562598,3.56159950158621,"Monophyletic"
"Parulidae",0.33653009562598,3.57623853136113,"Monophyletic"
"Parulidae",0.61538742724707,4.19079204503664,"Monophyletic"
"Parulidae",0.533854935630347,4.0566410893466,"Monophyletic"
"Parulidae",0.369036094272665,3.73935449158106,"Monophyletic"
"Parulidae",0.282409795755302,3.35898435635609,"Monophyletic"
"Parulidae",0.282409795755302,3.36294248889029,"Monophyletic"
"Parulidae",0.437949312245205,3.88746678894903,"Monophyletic"
"Parulidae",0.338482632981619,3.51605203349963,"Monophyletic"
"Parulidae",0.363394934988745,3.72590865351932,"Monophyletic"
"Parulidae",0.298585551326091,3.38765549913453,"Monophyletic"
"Parulidae",0.313645105405373,3.60471822180455,"Monophyletic"
"Parulidae",0.2935751398746,3.38563029666207,"Monophyletic"
"Parulidae",0.304268878666776,3.57983634024366,"Monophyletic"
"Parulidae",0.289578018311408,3.36908578785607,"Monophyletic"
"Parulidae",0.299110125462603,3.5657407325748,"Monophyletic"
"Parulidae",0.288564714929341,3.36598814459292,"Monophyletic"
"Parulidae",0.288564714929341,3.36016955941266,"Monophyletic"
"Parulidae",0.527745549698351,4.05768001321551,"Monophyletic"
"Parulidae",0.442747353783498,3.91918148568905,"Monophyletic"
"Parulidae",0.339990138156092,3.7197047979786,"Monophyletic"
"Parulidae",0.339990138156092,3.55181770206149,"Monophyletic"
"Parulidae",0.439625245909917,3.90757003420494,"Monophyletic"
"Parulidae",0.364687809178224,3.73632217315847,"Monophyletic"
"Parulidae",0.288015907450785,3.38351909328142,"Monophyletic"
"Parulidae",0.288015907450785,3.38072646443244,"Monophyletic"
"Parulidae",0.42645112996837,3.86351884572497,"Monophyletic"
"Parulidae",0.417102508144543,3.84588500440974,"Monophyletic"
"Parulidae",0.335313192742326,3.50875804260066,"Monophyletic"
"Parulidae",0.411383849162349,3.8350619520121,"Monophyletic"
"Parulidae",0.376452843289894,3.75620981681856,"Monophyletic"
"Parulidae",0.34140734997892,3.66949809997135,"Monophyletic"
"Parulidae",0.308096381416431,3.414646072524,"Monophyletic"
"Parulidae",0.308510692587983,3.42686725333314,"Monophyletic"
"Parulidae",0.353626880390563,3.63515727536234,"Monophyletic"
"Parulidae",0.364843830083804,3.60381915381792,"Monophyletic"
"Parulidae",0.356922970234981,3.58389438231692,"Monophyletic"
"Parulidae",0.350293266739945,3.38616200870484,"Monophyletic"
"Parulidae",0.352162503009572,3.56952826195429,"Monophyletic"
"Parulidae",0.349503413087892,3.40311440083656,"Monophyletic"
"Parulidae",0.349503413087892,3.38130221523734,"Monophyletic"
"Parulidae",0.35422503223938,3.41254801172717,"Monophyletic"
"Parulidae",0.358056069703128,3.3875756238222,"Monophyletic"
"Parulidae",0.335047636091704,3.54889709404044,"Monophyletic"
"Parulidae",0.33995223948903,3.51760692084935,"Monophyletic"
"Parulidae",0.350410423044014,3.70851940106665,"Monophyletic"
"Parulidae",0.345702776747641,3.7313394461184,"Monophyletic"
"Passerellidae",0.431374541397852,4.71695606207317,"Monophyletic"
"Passerellidae",0.376771513095734,4.56669962070406,"Monophyletic"
"Passerellidae",0.314517240660645,4.37762955588743,"Monophyletic"
"Passerellidae",0.250718441802821,4.15408941643215,"Monophyletic"
"Passerellidae",0.162548349525425,3.59070544499974,"Monophyletic"
"Passerellidae",0.162548349525425,3.59173807815815,"Monophyletic"
"Passerellidae",0.267861323111058,4.21818214285771,"Monophyletic"
"Passerellidae",0.228536042248173,4.06815657763617,"Monophyletic"
"Passerellidae",0.189660022160108,3.90094016713607,"Monophyletic"
"Passerellidae",0.167316847008751,3.79382276057101,"Monophyletic"
"Passerellidae",0.156822328276006,3.74260305771629,"Monophyletic"
"Passerellidae",0.133671650223755,3.4411396785735,"Monophyletic"
"Passerellidae",0.136925195898898,3.44991840609361,"Monophyletic"
"Passerellidae",0.136894569946603,3.45541241132001,"Monophyletic"
"Passerellidae",0.143089017579406,3.49040111223142,"Monophyletic"
"Passerellidae",0.158204029920377,3.56979048419715,"Monophyletic"
